StudNo,Description,Action,DateFiled,DateResolved
2017-30126,Residency,Resolved,2014-05-30,2016-09-24
2017-30495,Residency,Unresolved,2015-08-01,2016-08-07
2017-30167,Change of Adviser,Resolved,2014-03-04,2016-06-06
2017-30463,LOA,Unresolved,2015-01-12,2016-11-10
2017-30900,Residency,Lapsed,2014-07-23,2017-08-26
2017-30604,Change of Adviser,Resolved,2015-05-20,2016-11-03
2017-30326,Change of Adviser,Unresolved,2015-02-17,2016-06-03
2017-30996,Change of Adviser,Resolved,2014-06-29,2016-09-23
2017-30791,LOA,Lapsed,2015-11-05,2016-04-10
2017-30907,AWOL,Resolved,2015-03-05,2017-02-08
2017-30493,Change of Plan of Study,Resolved,2014-01-29,2017-01-30
2017-30017,AWOL,Unresolved,2014-03-20,2017-07-19
2017-30976,Residency,Resolved,2014-05-22,2017-03-17
2017-30068,Change of Plan of Study,Unresolved,2015-05-19,2016-10-18
2017-30488,AWOL,Lapsed,2014-09-09,2017-02-18
2017-30414,Change of Plan of Study,Resolved,2014-05-26,2016-10-30
2017-30625,AWOL,Resolved,2014-02-25,2017-01-04
2017-30669,AWOL,Lapsed,2014-01-23,2017-06-14
2017-30002,Change of Adviser,Unresolved,2014-12-22,2016-08-13
2017-30538,LOA,Unresolved,2014-02-05,2017-10-31
2017-30225,Residency,Lapsed,2014-09-27,2016-08-14
2017-30465,Completion,Unresolved,2015-11-05,2016-02-12
2017-30849,Change of Plan of Study,Resolved,2015-05-23,2017-08-02
2017-30296,Residency,Unresolved,2014-04-04,2017-10-03
2017-30294,AWOL,Unresolved,2014-01-25,2016-06-21
2017-30496,AWOL,Resolved,2014-11-25,2016-02-01
2017-30400,Change of Plan of Study,Lapsed,2015-01-25,2017-05-26
2017-30115,Change of Plan of Study,Lapsed,2015-10-01,2016-12-16
2017-30120,LOA,Resolved,2014-06-12,2017-07-28
2017-30862,LOA,Lapsed,2015-09-21,2017-07-11
2017-30232,Change of Plan of Study,Resolved,2015-11-06,2016-12-15
2017-30115,LOA,Unresolved,2015-05-22,2017-06-12
2017-30097,Change of Adviser,Unresolved,2014-04-18,2016-06-23
2017-30720,AWOL,Unresolved,2014-10-08,2016-12-11
2017-30658,LOA,Lapsed,2014-09-11,2017-04-06
2017-30346,Residency,Resolved,2014-10-29,2016-04-26
2017-30702,Change of Plan of Study,Lapsed,2015-01-06,2017-10-16
2017-30633,Residency,Lapsed,2015-03-02,2017-07-21
2017-30796,Completion,Resolved,2014-03-16,2016-09-01
2017-30668,Residency,Unresolved,2015-02-17,2017-07-21
2017-30898,AWOL,Resolved,2015-04-10,2016-10-15
2017-30780,Residency,Unresolved,2015-07-02,2017-07-27
2017-30554,AWOL,Lapsed,2014-02-14,2016-12-27
2017-30916,Change of Plan of Study,Resolved,2015-07-03,2016-05-12
2017-30133,Completion,Unresolved,2014-04-06,2016-02-24
2017-30522,AWOL,Lapsed,2014-09-25,2017-02-12
2017-30034,LOA,Lapsed,2015-09-23,2016-01-18
2017-30727,LOA,Resolved,2014-05-06,2016-04-06
2017-30640,Change of Plan of Study,Unresolved,2014-12-13,2017-07-27
2017-30342,Completion,Lapsed,2014-06-17,2016-02-20
2017-30726,Change of Adviser,Lapsed,2014-06-07,2017-07-21
2017-30424,Residency,Resolved,2014-06-08,2016-08-28
2017-30404,Residency,Lapsed,2015-10-11,2017-01-27
2017-30251,LOA,Lapsed,2014-05-31,2016-12-14
2017-30812,AWOL,Unresolved,2014-12-20,2017-06-08
2017-30509,Completion,Lapsed,2015-04-26,2017-07-09
2017-30708,AWOL,Resolved,2014-07-05,2017-10-14
2017-30912,AWOL,Unresolved,2015-09-29,2017-05-18
2017-30023,Change of Adviser,Unresolved,2015-03-15,2016-04-25
2017-30768,Change of Adviser,Resolved,2014-07-08,2017-04-06
2017-30730,Change of Plan of Study,Resolved,2015-01-29,2016-02-13
2017-30879,LOA,Resolved,2014-10-26,2017-05-16
2017-30367,Change of Plan of Study,Resolved,2014-03-20,2016-02-05
2017-30299,LOA,Lapsed,2014-10-29,2016-03-17
2017-30291,Completion,Resolved,2014-10-29,2016-08-31
2017-30346,Completion,Unresolved,2014-01-04,2017-04-04
2017-30752,Residency,Unresolved,2014-08-03,2016-07-28
2017-30184,AWOL,Unresolved,2014-06-27,2017-06-05
2017-30497,AWOL,Resolved,2014-03-16,2016-06-11
2017-30937,Residency,Resolved,2015-02-28,2017-02-07
2017-30975,AWOL,Unresolved,2014-09-28,2016-10-07
2017-30076,AWOL,Unresolved,2015-06-24,2016-05-03
2017-30716,LOA,Resolved,2014-04-11,2017-02-25
2017-30278,Residency,Unresolved,2014-05-11,2016-07-14
2017-30686,AWOL,Lapsed,2014-12-31,2016-11-19
2017-30967,AWOL,Resolved,2014-12-21,2016-03-04
2017-30612,AWOL,Resolved,2015-09-29,2017-04-02
2017-30652,Residency,Unresolved,2014-07-14,2016-06-05
2017-30941,Residency,Unresolved,2015-02-02,2017-09-06
2017-30304,Change of Plan of Study,Lapsed,2015-07-20,2017-03-14
2017-30363,Completion,Lapsed,2014-02-07,2017-07-31
2017-30500,Residency,Unresolved,2015-08-04,2016-04-13
2017-30153,Completion,Resolved,2014-06-14,2016-12-17
2017-30095,Completion,Unresolved,2015-01-03,2016-12-21
2017-30517,Completion,Resolved,2015-02-10,2016-04-01
2017-30495,LOA,Resolved,2014-01-14,2017-09-07
2017-30122,LOA,Resolved,2015-02-04,2016-04-30
2017-30139,LOA,Lapsed,2014-10-09,2017-04-04
2017-30059,Change of Adviser,Resolved,2014-10-17,2016-05-18
2017-30284,AWOL,Resolved,2015-10-17,2017-05-29
2017-30406,LOA,Lapsed,2015-09-14,2017-03-18
2017-30291,Change of Adviser,Lapsed,2014-02-02,2017-07-28
2017-30930,Change of Plan of Study,Unresolved,2014-07-27,2016-04-27
2017-30841,AWOL,Unresolved,2014-02-23,2017-09-08
2017-30049,Completion,Lapsed,2014-05-30,2016-08-13
2017-30368,LOA,Resolved,2015-04-05,2016-12-10
2017-30011,Change of Plan of Study,Lapsed,2014-02-25,2016-06-21
2017-30919,Change of Plan of Study,Unresolved,2015-04-04,2017-05-17
2017-30749,LOA,Unresolved,2014-09-11,2016-04-21
2017-30060,LOA,Lapsed,2015-05-02,2017-05-11
2017-30595,Residency,Resolved,2014-05-12,2017-09-10
2017-30455,Residency,Lapsed,2015-10-22,2017-10-30
2017-30171,Change of Adviser,Resolved,2014-03-06,2016-05-06
2017-30845,Change of Plan of Study,Resolved,2015-03-28,2017-01-08
2017-30551,Completion,Unresolved,2014-08-14,2017-01-05
2017-30017,Change of Adviser,Lapsed,2014-03-24,2016-03-29
2017-30862,LOA,Lapsed,2015-08-25,2016-04-19
2017-30784,Completion,Unresolved,2014-06-15,2017-09-17
2017-30447,Change of Plan of Study,Resolved,2014-11-08,2016-03-21
2017-30301,Change of Adviser,Lapsed,2015-04-17,2017-05-18
2017-30354,Change of Plan of Study,Resolved,2015-05-04,2016-04-01
2017-30006,Residency,Resolved,2015-05-13,2017-06-22
2017-30612,Change of Plan of Study,Unresolved,2014-02-11,2017-09-02
2017-30776,LOA,Lapsed,2015-07-19,2016-02-13
2017-30605,AWOL,Unresolved,2014-02-08,2016-06-10
2017-30653,LOA,Unresolved,2014-02-13,2017-11-14
2017-30125,LOA,Unresolved,2014-09-30,2016-06-13
2017-30626,Completion,Resolved,2014-10-10,2017-02-15
2017-30615,AWOL,Lapsed,2014-01-22,2016-09-16
2017-30756,Residency,Resolved,2014-02-03,2016-01-24
2017-30977,Completion,Resolved,2014-03-19,2017-06-09
2017-30332,Change of Adviser,Unresolved,2015-01-20,2017-08-10
2017-30489,LOA,Resolved,2014-10-18,2016-08-06
2017-30038,Residency,Lapsed,2014-03-13,2017-02-06
2017-30775,Change of Plan of Study,Resolved,2014-01-02,2017-03-27
2017-30171,LOA,Resolved,2014-12-12,2017-01-28
2017-30316,Residency,Resolved,2015-02-05,2017-07-03
2017-30225,Completion,Lapsed,2015-03-12,2016-01-04
2017-30566,LOA,Unresolved,2015-05-02,2017-11-07
2017-30391,LOA,Lapsed,2015-01-08,2016-03-16
2017-30633,Residency,Resolved,2014-10-16,2017-03-08
2017-30153,LOA,Unresolved,2015-09-08,2017-06-10
2017-30725,AWOL,Unresolved,2015-01-25,2017-10-19
2017-30926,Completion,Lapsed,2014-08-15,2016-02-23
2017-30026,Residency,Unresolved,2014-03-25,2016-12-28
2017-30546,Completion,Resolved,2014-01-21,2017-04-22
2017-30601,Change of Adviser,Unresolved,2015-06-08,2017-03-24
2017-30497,Completion,Unresolved,2015-02-08,2016-09-23
2017-30968,LOA,Lapsed,2015-11-02,2017-09-04
2017-30935,Change of Adviser,Unresolved,2014-06-27,2016-10-02
2017-30105,Residency,Lapsed,2015-04-13,2016-11-20
2017-30404,Completion,Unresolved,2014-11-18,2017-03-07
2017-30204,Change of Plan of Study,Lapsed,2014-11-25,2016-10-20
2017-30786,Residency,Lapsed,2014-05-31,2016-03-02
2017-30702,AWOL,Lapsed,2014-03-10,2017-07-29
2017-30770,Residency,Unresolved,2014-08-08,2017-09-11
2017-30004,LOA,Resolved,2014-11-07,2016-07-22
2017-30084,Completion,Lapsed,2015-07-25,2016-06-27
2017-30483,Completion,Unresolved,2015-09-21,2017-10-22
2017-30809,LOA,Unresolved,2014-10-23,2016-09-02
2017-30158,Residency,Resolved,2015-03-26,2016-09-02
2017-30150,Change of Adviser,Resolved,2014-08-22,2016-09-22
2017-30015,Completion,Lapsed,2015-08-02,2016-01-13
2017-30986,Completion,Resolved,2015-05-21,2016-04-30
2017-30482,AWOL,Resolved,2015-11-01,2016-05-29
2017-30677,Change of Adviser,Unresolved,2015-02-20,2016-11-26
2017-30829,AWOL,Resolved,2014-06-05,2017-10-30
2017-30413,LOA,Unresolved,2014-02-18,2017-06-13
2017-30780,Completion,Resolved,2014-11-04,2017-03-05
2017-30758,Change of Adviser,Lapsed,2014-03-15,2017-01-09
2017-30442,Completion,Resolved,2014-06-15,2017-07-15
2017-30924,LOA,Lapsed,2014-12-21,2016-12-24
2017-30319,Residency,Unresolved,2014-03-31,2016-04-20
2017-30402,Change of Plan of Study,Lapsed,2014-02-23,2016-05-17
2017-30026,Change of Plan of Study,Unresolved,2015-02-09,2017-04-07
2017-30479,Completion,Unresolved,2015-01-30,2017-03-05
2017-30982,Change of Adviser,Resolved,2014-11-26,2016-11-02
2017-30712,Change of Plan of Study,Lapsed,2015-11-13,2016-03-03
2017-30394,AWOL,Unresolved,2015-05-31,2017-11-14
2017-30287,LOA,Unresolved,2015-06-10,2017-03-08
2017-30027,LOA,Resolved,2015-05-22,2016-09-01
2017-30256,Completion,Resolved,2014-09-08,2016-10-10
2017-30232,Completion,Unresolved,2015-03-19,2016-12-03
2017-30591,Change of Adviser,Unresolved,2015-10-07,2016-08-23
2017-30461,Completion,Resolved,2015-11-06,2016-11-15
2017-30340,LOA,Resolved,2014-06-23,2017-07-30
2017-30724,AWOL,Lapsed,2014-05-28,2017-03-08
2017-30956,Change of Plan of Study,Resolved,2014-03-26,2017-10-27
2017-30658,Change of Plan of Study,Unresolved,2015-09-01,2017-07-28
2017-30002,AWOL,Lapsed,2015-06-11,2016-01-17
2017-30613,Change of Plan of Study,Unresolved,2014-08-16,2016-03-05
2017-30191,Change of Plan of Study,Lapsed,2015-01-30,2016-04-11
2017-30636,AWOL,Lapsed,2015-01-15,2016-12-20
2017-30101,LOA,Resolved,2014-10-12,2016-08-03
2017-30290,Completion,Resolved,2014-10-30,2017-01-03
2017-30735,AWOL,Unresolved,2015-10-26,2016-10-28
2017-30546,Change of Plan of Study,Lapsed,2014-05-28,2017-06-21
2017-30367,LOA,Lapsed,2014-10-29,2016-03-30
2017-30761,Change of Adviser,Unresolved,2014-01-09,2016-02-16
2017-30690,LOA,Unresolved,2014-11-10,2017-08-25
2017-30717,AWOL,Lapsed,2014-08-13,2017-07-23
2017-30356,Completion,Resolved,2014-03-11,2017-08-26
2017-30369,AWOL,Lapsed,2015-03-24,2016-09-26
2017-30434,Change of Plan of Study,Unresolved,2014-04-19,2017-09-05
2017-30538,Change of Adviser,Unresolved,2014-04-27,2017-01-12
2017-30592,Change of Plan of Study,Unresolved,2015-10-17,2017-07-30
2017-30973,Change of Adviser,Resolved,2014-12-25,2016-03-09
2017-30581,LOA,Resolved,2015-10-07,2017-01-28
2017-30002,Residency,Resolved,2014-01-03,2017-09-10
2017-30162,Completion,Lapsed,2014-08-18,2016-01-24
2017-30143,Residency,Lapsed,2015-05-27,2016-02-06
2017-30096,Change of Plan of Study,Lapsed,2014-05-03,2016-05-31
2017-30815,Residency,Resolved,2014-11-16,2017-02-11
2017-30748,LOA,Resolved,2015-10-15,2016-03-23
2017-30860,Residency,Unresolved,2014-09-14,2016-10-07
2017-30582,AWOL,Lapsed,2014-03-20,2016-06-11
2017-30346,Change of Adviser,Lapsed,2014-07-29,2016-02-29
2017-30921,AWOL,Resolved,2015-11-12,2016-05-05
2017-30788,Change of Plan of Study,Unresolved,2014-01-08,2016-11-01
2017-30729,Change of Plan of Study,Unresolved,2015-08-20,2016-08-16
2017-30262,Change of Adviser,Unresolved,2014-10-13,2016-11-29
2017-30923,Change of Adviser,Lapsed,2015-07-15,2016-03-07
2017-30086,Change of Adviser,Resolved,2015-05-31,2016-07-28
2017-30161,Residency,Unresolved,2015-05-26,2017-04-20
2017-30373,LOA,Lapsed,2015-10-09,2016-12-11
2017-30694,LOA,Resolved,2015-03-07,2017-09-12
2017-30600,Completion,Resolved,2015-03-16,2016-04-26
2017-30359,Completion,Resolved,2014-08-01,2016-02-06
2017-30832,Change of Adviser,Lapsed,2015-04-21,2017-06-17
2017-30859,AWOL,Lapsed,2015-10-25,2017-09-23
2017-30462,AWOL,Resolved,2014-08-17,2016-11-30
2017-30234,AWOL,Lapsed,2014-05-01,2017-08-12
2017-30512,Change of Adviser,Unresolved,2014-07-14,2016-04-30
2017-30491,Residency,Unresolved,2014-12-12,2016-06-06
2017-30288,Residency,Resolved,2015-03-28,2017-07-02
2017-30774,Residency,Unresolved,2015-09-14,2017-10-30
2017-30077,Change of Adviser,Unresolved,2015-08-05,2016-09-05
2017-30802,Completion,Resolved,2014-01-02,2016-05-17
2017-30250,Change of Plan of Study,Resolved,2014-07-31,2016-06-18
2017-30719,Change of Plan of Study,Resolved,2015-02-12,2017-11-04
2017-30401,Residency,Unresolved,2015-01-05,2017-05-17
2017-30251,Residency,Resolved,2015-08-23,2017-11-13
2017-30385,Change of Adviser,Lapsed,2015-04-30,2016-08-21
2017-30634,Residency,Resolved,2014-04-30,2016-07-05
2017-30494,Change of Plan of Study,Lapsed,2015-04-21,2016-09-20
2017-30882,Change of Plan of Study,Lapsed,2014-02-05,2016-12-16
2017-30357,Change of Adviser,Resolved,2014-08-03,2017-11-04
2017-30297,Residency,Lapsed,2015-01-20,2016-02-04
2017-30776,Residency,Lapsed,2015-04-05,2016-02-24
2017-30044,Change of Plan of Study,Lapsed,2014-05-30,2016-08-15
2017-30745,Change of Plan of Study,Unresolved,2015-08-12,2016-11-26
2017-30416,AWOL,Resolved,2014-01-27,2016-04-19
2017-30984,LOA,Unresolved,2015-03-15,2016-01-31
2017-30125,Change of Adviser,Unresolved,2015-01-03,2017-03-03
2017-30634,Change of Plan of Study,Resolved,2015-10-19,2016-04-25
2017-30108,AWOL,Lapsed,2014-07-17,2017-02-13
2017-30651,LOA,Resolved,2015-04-21,2016-03-03
2017-30553,LOA,Resolved,2014-06-04,2017-04-08
2017-30394,Change of Plan of Study,Resolved,2015-01-11,2016-10-25
2017-30677,Residency,Unresolved,2015-03-24,2016-02-07
2017-30843,AWOL,Resolved,2015-10-24,2017-04-27
2017-30551,LOA,Lapsed,2015-02-10,2016-11-29
2017-30636,LOA,Lapsed,2015-10-13,2016-10-15
2017-30312,AWOL,Lapsed,2014-07-04,2016-03-26
2017-30680,Residency,Unresolved,2014-03-01,2016-11-16
2017-30385,Residency,Lapsed,2015-08-12,2017-11-11
2017-30911,Completion,Unresolved,2015-08-18,2016-06-15
2017-30322,Change of Adviser,Unresolved,2015-02-01,2016-10-03
2017-30492,Completion,Unresolved,2015-09-08,2017-07-19
2017-30021,AWOL,Resolved,2014-08-19,2017-04-14
2017-30304,Change of Plan of Study,Unresolved,2015-04-27,2016-11-23
2017-30627,Completion,Resolved,2014-03-17,2016-01-15
2017-30798,LOA,Resolved,2014-09-16,2016-10-18
2017-30350,Residency,Unresolved,2015-04-15,2017-02-17
2017-30750,Residency,Resolved,2015-02-20,2017-07-12
2017-30701,Residency,Resolved,2015-05-01,2016-11-06
2017-30878,Residency,Unresolved,2015-06-07,2017-03-15
2017-30282,Change of Adviser,Lapsed,2014-12-16,2017-02-12
2017-30181,Completion,Lapsed,2014-06-26,2016-03-18
2017-30790,Completion,Resolved,2015-04-19,2016-12-01
2017-30273,Completion,Unresolved,2014-07-27,2016-04-06
2017-30722,LOA,Lapsed,2015-10-29,2016-07-18
2017-30649,AWOL,Lapsed,2014-05-01,2016-04-15
2017-30499,Change of Adviser,Resolved,2015-03-06,2017-07-04
2017-30314,AWOL,Unresolved,2014-01-06,2017-07-26
2017-30964,AWOL,Resolved,2015-02-21,2016-06-02
2017-30816,Change of Adviser,Unresolved,2014-02-03,2016-03-26
2017-30092,Change of Adviser,Resolved,2014-02-27,2016-04-28
2017-30940,LOA,Resolved,2014-11-08,2016-10-23
2017-30715,Residency,Unresolved,2015-10-07,2016-08-13
2017-30998,Residency,Lapsed,2015-02-12,2017-01-22
2017-30148,LOA,Lapsed,2015-02-27,2017-01-08
2017-30696,Completion,Resolved,2015-01-09,2016-01-23
2017-30671,AWOL,Unresolved,2014-06-05,2017-11-08
2017-30096,Change of Adviser,Unresolved,2015-05-30,2016-01-19
2017-30006,Change of Adviser,Lapsed,2014-04-14,2017-09-18
2017-30614,Completion,Lapsed,2014-09-01,2017-05-25
2017-30152,Change of Adviser,Lapsed,2015-07-23,2016-08-09
2017-30760,Change of Adviser,Lapsed,2015-04-20,2016-04-19
2017-30991,Residency,Unresolved,2014-12-22,2016-07-12
2017-30380,Change of Adviser,Resolved,2015-02-17,2016-01-15
2017-30958,Change of Adviser,Resolved,2015-02-09,2016-12-18
2017-30579,Change of Plan of Study,Lapsed,2015-03-09,2016-06-14
2017-30737,Change of Plan of Study,Resolved,2015-08-13,2016-07-22
2017-30793,Change of Plan of Study,Unresolved,2014-12-27,2016-04-28
2017-30253,Residency,Resolved,2015-01-27,2016-02-15
2017-30300,Completion,Resolved,2014-02-11,2016-03-12
2017-30082,Change of Adviser,Resolved,2014-10-27,2017-05-23
2017-30551,LOA,Resolved,2014-09-12,2016-07-31
2017-30933,Residency,Lapsed,2014-01-23,2016-05-04
2017-30387,Change of Adviser,Unresolved,2015-03-10,2017-06-14
2017-30449,Residency,Lapsed,2015-01-28,2017-09-08
2017-30483,AWOL,Resolved,2015-10-06,2017-07-21
2017-30053,Change of Adviser,Resolved,2015-06-25,2017-01-11
2017-30821,Completion,Resolved,2015-04-01,2016-02-13
2017-30935,Change of Plan of Study,Lapsed,2014-08-22,2017-09-09
2017-30406,Completion,Lapsed,2015-05-06,2017-05-11
2017-30080,Change of Adviser,Unresolved,2014-09-18,2016-02-27
2017-30347,Change of Adviser,Resolved,2015-06-13,2016-10-16
2017-30230,Residency,Resolved,2014-01-30,2017-05-16
2017-30686,LOA,Unresolved,2014-10-08,2016-12-16
2017-30413,LOA,Unresolved,2015-06-08,2017-07-14
2017-30156,Residency,Lapsed,2015-06-13,2017-06-18
2017-30487,Change of Plan of Study,Unresolved,2014-11-26,2017-09-06
2017-30255,Completion,Resolved,2014-11-30,2016-12-01
2017-30742,AWOL,Lapsed,2015-05-02,2017-07-22
2017-31000,Change of Plan of Study,Unresolved,2015-04-22,2017-04-13
2017-30861,Change of Adviser,Resolved,2014-12-29,2016-07-08
2017-30300,Completion,Unresolved,2015-05-01,2017-05-24
2017-30834,AWOL,Lapsed,2014-09-19,2016-08-08
2017-30192,Change of Adviser,Unresolved,2014-03-04,2016-01-25
2017-30857,Residency,Lapsed,2015-08-14,2016-10-21
2017-30283,Change of Adviser,Unresolved,2014-10-11,2016-07-25
2017-30493,LOA,Lapsed,2015-10-06,2017-09-01
2017-30832,Completion,Unresolved,2014-12-29,2016-07-27
2017-30787,Change of Adviser,Lapsed,2014-03-01,2016-05-29
2017-30519,Change of Plan of Study,Lapsed,2014-01-18,2016-07-28
2017-30072,Residency,Resolved,2015-07-08,2017-11-14
2017-30513,Completion,Resolved,2015-04-15,2017-07-13
2017-30426,Change of Plan of Study,Resolved,2014-05-06,2016-02-12
2017-30838,Completion,Lapsed,2015-08-30,2016-02-27
2017-30854,Change of Plan of Study,Unresolved,2014-10-25,2017-04-21
2017-30958,Residency,Unresolved,2015-04-18,2016-10-07
2017-30394,Change of Adviser,Lapsed,2014-10-23,2016-12-02
2017-30557,Change of Plan of Study,Lapsed,2015-09-11,2017-01-07
2017-30949,AWOL,Resolved,2015-03-21,2016-10-23
2017-30750,AWOL,Unresolved,2014-01-26,2017-03-03
2017-30732,Change of Plan of Study,Unresolved,2015-02-13,2016-08-13
2017-30083,Completion,Lapsed,2015-07-03,2016-03-02
2017-30089,Change of Plan of Study,Lapsed,2014-06-01,2017-07-02
2017-30248,Change of Adviser,Lapsed,2014-01-25,2017-01-02
2017-30700,Change of Adviser,Resolved,2014-06-21,2016-08-04
2017-30133,LOA,Lapsed,2015-05-12,2017-02-27
